Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,Do you work remotely?,gender_Female,gender_Male,gender_Other,region_Africa,region_Asia,region_Europe,region_Latin America,region_North America,region_Oceania,region_Other,grupo_edad,indice_apoyo_institucional
0,5,1,-1,0,2,-1,-1,3,0,1,2,2,0,1,-1,-1,0,0,-1,-1,1,1,1,0,0,0,0,3,1,2,0.0,0.3728813559322034,1,0,1,0,0,0,0,0,1,0,0,2,-1
0,5,0,2,-1,0,-1,2,2,1,0,1,-1,0,1,1,1,0,1,-1,1,0,-1,-1,0,1,2,1,-1,0,0,0.0,0.38983050847457623,1,0,1,0,0,0,0,0,1,0,0,2,3
0,2,1,2,0,0,-1,-1,2,0,0,1,2,0,1,-1,-1,0,0,-1,1,0,-1,0,0,0,1,1,2,0,0,1.0,0.27118644067796616,1,0,1,0,0,0,0,0,1,0,0,1,0
0,2,1,-1,-1,0,-1,-1,4,0,2,2,-1,0,1,1,2,1,1,1,0,2,2,-1,0,1,1,0,3,0,0,0.0,0.30508474576271183,2,0,1,0,0,0,0,0,1,0,0,1,-3
0,3,1,2,2,2,2,2,4,0,2,2,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,4,3,2,1.0,0.3389830508474576,1,0,1,0,0,0,0,0,1,0,0,1,8
0,0,1,0,2,0,0,0,0,1,0,0,-1,0,1,1,2,1,1,1,2,0,0,0,1,0,2,2,3,3,2,1.0,0.4576271186440678,2,1,0,0,0,0,0,0,1,0,0,2,0
0,2,1,-1,0,0,-1,-1,2,2,0,1,-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,0,0,2,1,3,1,-1,0.0,0.1864406779661017,1,1,0,0,0,0,0,0,1,0,0,1,-3
0,4,1,2,0,0,-1,-1,2,1,1,2,2,0,1,-1,-1,0,0,-1,-1,1,1,1,0,1,2,2,3,1,2,1.0,0.35593220338983056,2,1,0,0,0,0,0,0,1,0,0,2,0
0,2,1,-1,-1,-1,0,-1,2,1,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,0,2,1.0,0.1016949152542373,0,0,1,0,0,0,1,0,0,0,0,0,-3
0,2,1,2,-1,0,0,0,4,1,0,2,2,0,1,1,-1,0,1,0,1,1,2,1,0,0,2,2,4,0,-1,1.0,0.3220338983050848,1,1,0,0,0,0,0,0,1,0,0,1,2
0,1,1,2,2,0,-1,0,4,0,2,2,2,0,1,0,2,0,0,-1,1,0,0,0,1,0,2,1,4,1,0,1.0,0.4915254237288136,1,0,1,0,0,0,0,0,1,0,0,2,1
0,1,1,-1,0,0,-1,-1,1,0,2,2,2,0,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,4,3,2,0.0,0.3389830508474576,1,1,0,0,0,0,0,0,1,0,0,1,-3
0,5,1,0,0,0,0,-1,0,2,0,0,0,2,1,0,-1,0,0,0,2,0,0,0,2,0,2,2,3,2,0,0.0,0.5084745762711864,1,0,1,0,0,0,0,0,1,0,0,2,-1
0,5,0,2,2,-1,2,2,5,0,1,2,2,0,1,1,2,1,1,2,0,1,1,1,0,2,0,0,4,0,0,1.0,0.4576271186440678,1,0,1,0,0,0,0,0,1,0,0,2,5
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,3,3,-1,0.0,0.423728813559322,2,0,1,0,0,0,0,0,1,0,0,2,-4
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,3,0,0,1.0,0.5932203389830508,2,1,0,0,0,0,0,0,1,0,0,3,-4
0,3,1,2,0,-1,-1,-1,2,1,1,1,-1,0,1,-1,1,1,1,-1,-1,1,1,-1,0,1,1,1,3,0,2,1.0,0.35593220338983056,2,0,1,0,0,0,0,0,1,0,0,2,-1
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,0,2,1,2,1,1,1,0,1,1,4,1,2,1.0,0.27118644067796616,2,1,0,0,0,0,0,0,1,0,0,1,-4
0,2,1,-1,0,2,0,-1,5,0,2,2,-1,0,1,2,1,2,1,-1,0,2,2,2,0,1,2,0,3,0,-1,0.0,0.23728813559322037,2,0,1,0,0,0,0,0,1,0,0,1,0
0,3,1,2,0,0,-1,-1,4,1,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,0,0.0,0.3728813559322034,0,0,1,0,0,0,0,0,1,0,0,2,0
0,2,1,0,-1,0,-1,2,0,2,1,1,-1,0,1,1,0,0,0,-1,1,1,1,0,1,0,2,0,2,1,-1,1.0,0.27118644067796616,1,0,1,0,0,0,0,0,1,0,0,1,1
0,5,0,-1,0,0,0,-1,1,2,0,0,0,0,1,0,-1,0,0,-1,1,0,-1,0,0,0,2,2,1,0,0,0.0,0.4576271186440678,2,0,1,0,0,0,0,0,1,0,0,2,-2
0,4,1,2,2,0,-1,2,4,1,0,0,0,0,1,1,0,1,0,-1,1,0,0,1,0,0,2,1,2,0,0,0.0,0.1694915254237288,1,0,1,0,0,0,0,0,1,0,0,0,3
0,1,1,2,2,0,2,2,5,0,1,2,2,0,1,-1,-1,0,1,-1,-1,0,-1,-1,0,0,2,1,3,3,2,1.0,0.2033898305084746,1,0,1,0,0,0,0,0,1,0,0,1,6
0,5,0,2,2,0,-1,-1,1,1,1,1,2,0,1,1,1,0,0,-1,1,1,1,1,0,0,2,2,4,1,0,1.0,0.44067796610169496,0,1,0,0,0,0,0,0,1,0,0,2,0
0,3,1,2,2,0,2,-1,4,1,1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,3,1,0,0.0,0.44067796610169496,1,1,0,0,0,0,0,0,1,0,0,2,3
0,5,0,2,2,2,2,2,5,2,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,0,-1,1.0,0.6779661016949152,0,1,0,0,0,0,0,0,1,0,0,3,8
0,5,1,2,2,2,2,2,3,1,1,1,0,0,1,0,1,-1,0,-1,-1,0,0,0,0,1,2,1,3,1,0,0.0,0.1016949152542373,0,0,1,0,0,0,0,0,1,0,0,0,8
0,5,0,-1,-1,2,0,-1,5,1,0,1,2,0,1,2,1,0,0,-1,-1,0,1,-1,0,1,2,1,-1,0,0,0.0,0.3728813559322034,0,0,1,0,0,0,1,0,0,0,0,2,0
0,5,0,-1,0,0,-1,2,5,1,1,2,-1,0,1,0,-1,0,0,1,1,1,1,1,0,1,1,1,-1,0,0,0.0,0.3220338983050848,1,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,2,2,0,2,-1,2,1,0,0,-1,0,1,-1,-1,0,1,-1,-1,1,0,-1,0,0,1,1,1,0,-1,0.0,0.423728813559322,0,0,1,0,0,0,1,0,0,0,0,2,3
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,3,0,-1,0.0,0.1694915254237288,2,0,1,0,0,0,1,0,0,0,0,0,-4
0,5,0,2,-1,2,-1,-1,4,1,0,1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,0,2,2,-1,1,0,0.0,0.35593220338983056,1,0,1,0,0,0,1,0,0,0,0,2,2
0,3,1,-1,-1,0,-1,-1,3,1,1,2,-1,0,1,-1,-1,-1,0,-1,-1,1,2,-1,0,1,1,1,3,0,0,0.0,0.3389830508474576,2,0,1,0,0,0,0,0,1,0,0,1,-3
0,1,1,0,-1,0,0,-1,3,1,1,1,-1,0,1,1,1,0,1,-1,-1,1,1,1,0,0,2,1,3,1,-1,1.0,0.3728813559322034,2,0,1,0,0,0,0,0,1,0,0,2,-1
0,5,0,2,0,0,2,-1,3,1,0,1,0,0,1,1,0,0,1,-1,-1,0,1,-1,0,0,2,2,1,0,-1,0.0,0.5084745762711864,1,0,1,0,0,0,0,0,1,0,0,2,3
0,1,1,0,0,0,0,0,3,1,2,2,0,0,1,0,1,0,0,1,-1,0,0,1,0,0,2,1,0,1,2,1.0,0.1864406779661017,0,0,1,0,0,0,0,0,1,0,0,1,0
0,2,1,2,-1,0,-1,2,4,1,1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,3,0,0,0.0,0.13559322033898308,1,0,1,0,0,0,0,0,1,0,0,0,3
0,2,1,2,2,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,2,1,3,2,2,1.0,0.11864406779661019,1,1,0,0,0,0,0,0,1,0,0,0,4
0,2,1,-1,-1,0,0,-1,4,0,1,1,-1,0,1,-1,-1,-1,0,-1,1,1,1,1,1,0,1,2,3,1,2,1.0,0.5254237288135594,2,1,0,0,0,0,0,0,1,0,0,3,-2
0,1,1,0,0,2,0,2,4,0,2,2,2,0,1,0,0,0,0,-1,-1,0,-1,0,1,2,1,1,2,0,0,0.0,0.27118644067796616,1,0,1,0,0,0,1,0,0,0,0,1,4
0,3,1,2,-1,-1,-1,-1,5,0,2,2,2,0,1,-1,-1,0,0,-1,1,0,-1,-1,0,1,0,1,4,0,2,1.0,0.2033898305084746,2,0,1,0,0,0,0,0,1,0,0,1,-1
0,1,1,0,0,0,2,-1,5,0,2,2,2,0,1,-1,-1,0,0,-1,2,1,-1,0,0,1,1,0,4,0,-1,0.0,0.3728813559322034,1,0,1,0,0,0,1,0,0,0,0,2,1
0,3,1,-1,-1,0,0,-1,3,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,3,0,0,0.0,0.3728813559322034,0,0,1,0,0,0,1,0,0,0,0,2,-2
0,0,1,-1,0,2,-1,-1,5,0,2,2,2,0,1,-1,-1,0,0,2,1,1,0,1,1,0,2,0,3,3,0,1.0,0.1864406779661017,1,1,0,0,0,0,1,0,0,0,0,1,-1
0,4,1,0,0,0,0,2,5,0,1,2,-1,0,1,2,1,0,0,-1,0,1,1,-1,0,0,1,0,-1,0,2,1.0,0.13559322033898308,0,0,1,0,0,0,1,0,0,0,0,0,2
0,2,1,2,2,0,0,2,1,1,1,1,2,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,3,2,2,1.0,0.423728813559322,0,0,1,0,0,0,0,0,1,0,0,2,4
0,3,1,2,2,2,2,2,4,0,2,2,2,0,1,-1,-1,-1,2,-1,-1,1,1,1,0,1,0,1,3,0,-1,1.0,0.3728813559322034,1,0,1,0,0,0,0,0,1,0,0,2,8
0,3,1,2,2,-1,2,2,1,0,2,2,2,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,-1,1,2,1.0,0.3220338983050848,0,1,0,0,0,0,0,0,1,0,0,1,5
0,5,1,2,0,0,-1,-1,5,0,2,2,2,0,1,1,1,0,0,-1,2,0,1,0,0,1,0,1,4,0,0,1.0,0.423728813559322,1,0,1,0,0,0,0,0,1,0,0,2,0
0,4,1,2,0,0,-1,-1,5,1,1,1,-1,0,1,-1,-1,0,0,-1,-1,1,1,1,0,0,2,2,4,1,0,1.0,0.4067796610169492,1,0,1,0,0,0,0,0,1,0,0,2,0
0,4,1,2,-1,-1,2,-1,4,1,1,1,2,0,1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,3,0,2,1.0,0.22033898305084748,2,0,1,0,0,0,0,0,1,0,0,1,2
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,-1,1,1,1,1,0,1,1,2,3,1,0,0.0,0.22033898305084748,1,0,1,0,0,0,1,0,0,0,0,1,-4
0,2,1,0,0,0,0,-1,3,0,0,0,-1,0,1,0,2,0,0,-1,-1,0,0,1,0,0,1,0,1,0,2,0.0,0.2033898305084746,1,0,1,0,0,0,1,0,0,0,0,1,-1
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,1,1,-1,0,1,1,1,3,0,0,1.0,0.5593220338983051,1,0,1,0,0,0,1,0,0,0,0,3,-4
0,5,1,2,2,0,0,-1,1,1,2,2,-1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1.0,0.576271186440678,1,1,0,0,0,0,0,0,1,0,0,3,1
0,2,1,0,-1,0,0,-1,4,1,2,2,0,0,1,0,-1,0,0,-1,1,1,1,0,0,0,2,1,4,0,-1,1.0,0.3389830508474576,0,0,1,0,0,0,1,0,0,0,0,1,-1
0,3,1,-1,0,0,0,-1,4,1,1,1,-1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,4,2,2,1.0,0.3389830508474576,1,0,1,0,0,0,1,0,0,0,0,1,-2
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,-1,2,1,1,0,0,1,1,0,0,0,2,1.0,0.38983050847457623,2,0,1,0,0,0,1,0,0,0,0,2,-4
0,4,1,2,2,2,2,2,3,1,2,1,2,0,1,2,1,0,1,2,1,1,0,0,0,0,1,1,2,1,2,1.0,0.288135593220339,1,0,1,0,0,0,0,0,1,0,0,1,8
0,5,1,2,2,0,2,-1,1,2,0,0,0,0,1,0,-1,0,0,0,2,0,0,0,1,0,2,2,1,0,2,1.0,0.4576271186440678,1,0,1,0,0,0,0,0,1,0,0,2,3
0,4,1,-1,0,0,-1,2,4,0,2,2,2,0,1,-1,-1,0,0,-1,-1,1,1,-1,0,0,2,2,3,0,0,0.0,0.15254237288135597,1,0,1,0,0,0,1,0,0,0,0,0,0
0,4,1,2,2,0,2,-1,4,0,2,2,0,2,1,2,2,0,1,-1,1,1,1,1,1,2,1,1,4,2,2,1.0,0.23728813559322037,1,1,0,0,0,0,0,0,1,0,0,1,3
0,3,1,-1,-1,0,0,-1,1,1,1,2,2,0,1,0,-1,0,0,-1,1,1,1,1,0,0,1,1,3,1,0,1.0,0.23728813559322037,2,0,1,0,0,0,0,0,1,0,0,1,-2
0,1,1,-1,0,0,0,0,4,0,1,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0.0,0.15254237288135597,1,0,1,0,0,0,1,0,0,0,0,0,-1
0,4,1,-1,0,2,-1,-1,4,1,2,1,-1,0,1,0,-1,0,0,-1,-1,1,1,0,0,0,2,2,4,0,2,1.0,0.2542372881355932,2,0,1,0,0,0,1,0,0,0,0,1,-1
0,2,1,-1,0,0,0,-1,1,1,0,0,-1,0,1,1,1,1,0,-1,1,1,1,1,0,0,0,0,4,0,0,1.0,0.2542372881355932,2,0,1,0,0,0,0,0,1,0,0,1,-2
0,1,1,0,0,0,0,-1,1,2,0,0,-1,0,1,1,1,1,1,2,-1,1,1,1,0,1,1,2,3,0,2,1.0,0.4915254237288136,2,0,1,0,0,0,0,0,1,0,0,2,-1
0,3,1,2,-1,0,2,-1,4,0,1,1,0,0,1,-1,-1,0,0,-1,1,1,0,0,0,1,1,0,2,0,0,0.0,0.3728813559322034,2,0,1,0,0,0,1,0,0,0,0,2,3
0,4,1,0,0,0,0,-1,3,0,1,1,2,0,1,1,1,0,0,2,0,1,1,1,0,0,2,1,3,0,0,0.0,0.22033898305084748,1,0,1,0,0,0,1,0,0,0,0,1,-1
0,3,1,2,2,-1,-1,2,4,0,1,2,2,0,1,2,1,1,1,-1,0,1,1,1,0,1,0,0,2,0,2,1.0,0.4576271186440678,2,0,1,0,0,0,0,0,1,0,0,2,2
0,0,1,2,0,0,0,-1,4,1,2,2,-1,0,1,1,1,1,1,1,2,1,1,1,2,0,2,1,3,3,2,1.0,0.2542372881355932,1,1,0,0,0,0,1,0,0,0,0,1,1
0,3,1,-1,-1,0,-1,-1,2,1,0,1,0,0,1,0,-1,0,0,1,-1,1,1,0,0,0,2,0,1,0,0,1.0,0.35593220338983056,1,0,1,0,0,0,1,0,0,0,0,2,-3
0,4,1,-1,0,0,0,-1,3,1,0,1,2,0,1,0,-1,0,0,-1,-1,0,-1,-1,0,1,2,0,-1,0,0,0.0,0.2542372881355932,1,0,1,0,0,0,1,0,0,0,0,1,-2
0,1,1,-1,0,0,0,-1,3,1,0,0,2,0,1,-1,-1,0,0,-1,-1,0,-1,-1,0,1,1,0,-1,0,0,0.0,0.23728813559322037,2,0,1,0,0,0,0,0,1,0,0,1,-2
0,4,1,-1,0,-1,-1,-1,2,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,0,0,0.0,0.1694915254237288,1,0,1,0,0,0,0,0,1,0,0,0,-4
0,2,1,0,0,0,0,-1,4,0,1,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,0,0,0.0,0.1694915254237288,1,0,1,0,0,0,1,0,0,0,0,0,-1
0,4,1,-1,-1,0,-1,-1,4,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,3,0,0,0.0,0.15254237288135597,0,0,1,0,0,0,1,0,0,0,0,0,-3
0,5,1,0,0,0,0,0,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,3,0,0,1.0,0.1694915254237288,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,1,2,2,0,0,2,5,0,2,2,2,0,1,2,2,0,0,2,0,2,2,2,0,2,0,1,4,0,-1,0.0,0.27118644067796616,0,0,1,0,0,0,1,0,0,0,0,1,4
0,2,1,2,0,0,0,-1,2,1,1,0,2,0,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,0.0,0.3728813559322034,1,0,1,0,0,0,0,0,1,0,0,2,1
0,3,1,-1,0,0,-1,-1,4,0,1,2,0,0,1,-1,-1,-1,0,-1,1,1,1,-1,0,1,0,1,3,0,0,0.0,0.3389830508474576,0,0,1,0,0,0,0,0,1,0,0,1,-3
0,1,1,-1,0,2,0,2,4,1,2,2,-1,0,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,2,1.0,0.1864406779661017,1,1,0,0,0,0,1,0,0,0,0,1,3
0,3,1,2,2,0,0,2,4,0,2,2,2,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,3,1,-1,0.0,0.27118644067796616,2,0,1,0,0,0,1,0,0,0,0,1,4
0,4,1,2,-1,0,-1,-1,4,1,1,1,2,0,1,1,1,1,1,-1,1,1,1,1,0,0,2,2,1,0,2,1.0,0.23728813559322037,2,1,0,0,0,0,0,0,1,0,0,1,0
0,2,1,-1,0,0,0,-1,4,1,0,0,-1,2,1,-1,-1,0,0,-1,-1,0,0,-1,1,0,2,2,2,2,2,0.0,0.30508474576271183,1,0,1,0,0,0,1,0,0,0,0,1,-2
0,2,1,0,-1,0,0,0,4,1,1,0,2,0,1,0,-1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,0.2542372881355932,2,0,1,0,0,1,0,0,0,0,0,1,0
0,2,1,2,2,0,0,-1,3,1,2,2,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,2,2,3,0,-1,0.0,0.2542372881355932,1,0,1,0,0,0,0,0,1,0,0,1,1
0,3,1,2,2,0,2,-1,1,1,0,0,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,3,3,2,1.0,0.23728813559322037,0,1,0,0,0,0,0,0,1,0,0,1,3
0,2,1,-1,0,0,2,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,1,-1,1.0,0.1694915254237288,1,1,0,0,0,0,0,0,1,0,0,0,1
0,5,0,2,2,2,2,2,5,0,1,2,2,0,1,0,-1,0,0,-1,-1,1,1,0,1,2,1,1,3,2,2,1.0,0.2033898305084746,0,0,1,0,0,0,0,0,1,0,0,1,8
0,4,1,2,-1,0,0,2,5,0,0,0,2,0,1,0,-1,0,0,-1,0,1,0,1,0,1,0,0,1,0,0,0.0,0.1864406779661017,1,0,1,0,0,0,1,0,0,0,0,1,4
0,4,1,2,2,-1,-1,2,5,0,2,2,2,0,1,1,2,1,1,2,-1,1,1,1,0,1,1,0,4,0,2,0.0,0.38983050847457623,2,1,0,0,0,0,0,0,1,0,0,2,2
0,5,1,2,2,2,2,0,0,2,1,0,0,0,1,1,1,0,0,-1,1,0,0,0,0,0,2,2,3,1,2,1.0,0.576271186440678,1,0,1,0,0,0,0,0,1,0,0,3,6
0,2,1,2,2,0,2,2,5,0,2,2,2,0,1,1,2,1,1,2,0,2,2,2,0,2,1,0,4,0,2,0.0,0.2542372881355932,1,0,1,0,0,0,0,0,1,0,0,1,6
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0.0,0.3220338983050848,1,0,1,0,0,0,1,0,0,0,0,1,-4
0,3,1,0,0,0,-1,-1,5,1,0,0,-1,0,1,0,-1,0,0,0,1,0,0,2,1,2,2,2,1,2,0,0.0,0.27118644067796616,0,0,1,0,0,0,1,0,0,0,0,1,-2
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,0,0,0,0,1,2,1,0,2,1.0,0.23728813559322037,1,0,1,0,0,0,0,0,1,0,0,1,-4
0,3,1,0,0,0,0,-1,5,1,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,3,0,0,0.0,0.27118644067796616,1,0,1,0,0,0,1,0,0,0,0,1,-1
0,3,1,-1,-1,2,0,-1,3,2,0,0,2,0,1,0,0,-1,0,-1,1,0,0,-1,0,0,2,2,3,0,-1,1.0,0.3220338983050848,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,1,-1,0,0,-1,-1,4,1,2,1,0,0,1,-1,-1,0,0,0,1,1,1,0,0,1,1,0,3,0,0,1.0,0.22033898305084748,1,0,1,0,0,0,0,0,1,0,0,1,-3
0,4,1,-1,-1,0,-1,-1,5,0,0,1,-1,0,1,-1,-1,0,0,-1,-1,0,0,1,0,0,1,1,3,0,-1,0.0,0.2033898305084746,2,0,1,0,0,0,1,0,0,0,0,1,-3
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,1,-1,-1,0,1,1,1,1,0,0,0.0,0.30508474576271183,1,0,1,0,0,0,1,0,0,0,0,1,-4
0,1,1,-1,-1,0,-1,-1,3,1,1,1,-1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,-1,1.0,0.3728813559322034,1,1,0,0,0,0,0,0,1,0,0,2,-3
0,5,1,-1,0,2,2,2,5,2,1,1,2,0,1,-1,-1,0,1,-1,1,1,0,0,0,0,2,0,3,3,0,1.0,0.5084745762711864,1,0,1,0,0,0,1,0,0,0,0,2,5
0,1,1,0,0,0,0,-1,4,0,1,2,2,0,1,1,1,1,0,-1,2,1,0,0,1,0,0,1,3,2,2,1.0,0.27118644067796616,2,1,0,0,0,0,0,0,1,0,0,1,-1
0,5,0,0,-1,0,-1,-1,1,1,0,0,0,0,1,-1,-1,0,0,0,2,0,-1,-1,0,0,2,2,-1,0,0,0.0,0.35593220338983056,0,0,1,0,0,0,0,0,1,0,0,2,-2
0,4,1,2,2,0,2,-1,2,1,1,1,-1,0,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,3,1,2,1.0,0.2542372881355932,0,0,1,0,0,0,0,0,1,0,0,1,3
0,5,1,2,2,2,2,2,0,1,0,1,0,0,1,1,1,1,0,-1,2,0,1,0,0,0,2,2,3,0,2,1.0,0.30508474576271183,1,1,0,0,0,0,0,0,1,0,0,1,8
0,4,1,2,-1,0,2,-1,2,1,0,0,-1,2,1,0,-1,0,0,0,2,0,0,0,2,0,2,2,0,3,-1,1.0,0.5084745762711864,2,1,0,0,0,0,0,0,1,0,0,2,3
0,2,1,2,2,2,2,-1,4,0,1,2,2,0,1,0,2,0,0,-1,1,0,0,0,0,0,1,0,3,2,2,1.0,0.2542372881355932,1,1,0,0,0,0,0,0,1,0,0,1,5
0,2,1,2,2,2,0,2,3,1,1,1,0,2,1,2,1,0,0,1,2,0,0,1,1,0,2,2,1,3,2,1.0,0.2542372881355932,1,0,1,0,0,0,0,0,1,0,0,1,6
1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,-1,1,1,1,0,0,0,1,0,3,2,2,1.0,0.23728813559322037,2,0,1,0,0,0,0,0,1,0,0,1,-4
0,0,0,0,2,2,0,0,4,0,2,2,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,2,0,4,0,2,0.0,0.35593220338983056,1,0,1,0,0,0,0,0,1,0,0,2,2
0,2,1,2,2,2,2,2,4,0,1,1,2,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,3,3,2,1.0,0.22033898305084748,0,0,1,0,0,0,0,0,1,0,0,1,8
0,2,1,2,-1,-1,-1,-1,4,0,1,2,2,0,1,1,0,1,0,2,1,0,1,0,0,0,1,1,3,0,0,1.0,0.35593220338983056,1,0,1,0,0,0,0,0,1,0,0,2,-1
0,4,1,2,2,0,-1,-1,3,1,1,0,-1,0,1,-1,-1,0,0,-1,-1,1,-1,-1,1,0,1,1,1,1,2,1.0,0.3728813559322034,1,1,0,0,0,0,0,0,1,0,0,2,0
0,2,1,2,-1,0,2,2,5,0,2,2,2,0,1,2,2,1,1,1,1,1,1,1,0,0,0,0,4,0,2,1.0,0.23728813559322037,1,0,1,0,0,0,0,0,1,0,0,1,6
0,2,1,2,0,2,2,2,3,0,1,2,0,0,1,-1,-1,1,1,-1,2,0,0,0,1,0,2,2,3,2,0,0.0,0.3220338983050848,1,1,0,0,0,0,0,0,1,0,0,1,8
0,5,0,2,2,2,2,2,3,1,1,1,2,2,1,2,1,1,1,-1,-1,1,-1,0,1,0,2,1,4,2,0,1.0,0.3728813559322034,1,0,1,0,0,0,0,0,1,0,0,2,8
0,3,1,2,2,2,2,-1,1,2,1,0,0,0,1,0,-1,0,0,0,1,1,1,0,0,0,2,2,4,1,0,0.0,0.288135593220339,2,0,1,0,0,0,0,0,1,0,0,1,5
